Micro Pollutant,MP Category,Initial Concentration of MP (mg/L),Compound MW (g/mol),Compound Charge,Log D (pH=6.5-7),Log Kow,pKa,Stokes Radius/Compound size ,Initial FS pH,Type of MB,FO membrane description,MB Contact Angle (°),MB Zeta Potential,Draw Solution,DS MW (g mol-1),DS Concentration (M),Operating Time (h),Cross Flow Velocity (cm/s),"Water Flux, Jw (LMH)","Reverse Salt Flux, Js (gMH)",Temperature (⁰C),Removal Rate (%),Reference,Reference ID,Additional references,ID number,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,2000,94.11,0,1.54,1.46,9.86,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,8.636361573,4.27,,73.90243902,"(Cui et al., 2016)",19,,464,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,10.12396696,4.27,,88.37398622,"(Cui et al., 2016)",19,,465,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,7.352941176,,,86.38,"(Cui et al., 2016)",19,,466,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,500,93.13,0,1.13,0.9,4.61,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,12.27272693,4.27,,90.97560976,"(Cui et al., 2016)",19,,467,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,2000,93.13,0,1.13,0.9,4.61,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,10.37190087,4.27,,92.76423012,"(Cui et al., 2016)",19,,468,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,15.98684201,4.05,,75.32258327,"(Cui et al., 2016)",19,,469,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,9.512985478,,,66.72199213,"(Cui et al., 2016)",19,,470,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,500,123.11,0,1.92,1.92,1.3,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,16.57894721,4.05,,76.93548482,"(Cui et al., 2016)",19,,471,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1500,123.11,0,1.92,1.92,1.3,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,13.22368439,4.05,,72.25806071,"(Cui et al., 2016)",19,,472,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,18.10810798,4.05,,72.03124737,"(Cui et al., 2016)",19,,473,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,11.65584135,,,65.60166011,"(Cui et al., 2016)",19,,474,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,500,94.11,0,1.54,1.46,9.86,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,17.5,4.05,,76.87500156,"(Cui et al., 2016)",19,,475,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,2000,94.11,0,1.54,1.46,9.86,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,16.41891863,4.05,,71.71875218,"(Cui et al., 2016)",19,,476,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,16.82432395,4.05,,91.56249743,"(Cui et al., 2016)",19,,477,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,0.5,2,1.25,13.99350392,,,86.63900394,"(Cui et al., 2016)",19,,478,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,500,93.13,0,1.13,0.9,4.61,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,17.5,4.05,86.37500381,90.46874994,"(Cui et al., 2016)",19,,479,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,2000,93.13,0,1.13,0.9,4.61,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,1,2,1.25,16.28378403,4.05,67.5,91.87499978,"(Cui et al., 2016)",19,,480,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,16.57,,,92.5,"(Cui et al., 2016)",19,,481,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,12.75,,,84.5,"(Cui et al., 2016)",19,,482,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,Matrimid TFC PA,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,15.98,,,75.5,"(Cui et al., 2016)",19,,483,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,21.96078581,,,91.86722004,"(Cui et al., 2016)",19,,484,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,18.43137404,,,80.78837926,"(Cui et al., 2016)",19,,485,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,PESU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,20.09803772,,,79.5435678,"(Cui et al., 2016)",19,,486,,,,,,,,,,,,,,,,,,
Aniline,Aromatic compounds,1000,93.13,0,1.13,0.9,4.61,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,27.62987039,,,91.24481146,"(Cui et al., 2016)",19,,487,,,,,,,,,,,,,,,,,,
Nitrobenzene,Aromatic compounds,1000,123.11,0,1.92,1.92,1.3,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,21.1038972,,,80.53942039,"(Cui et al., 2016)",19,,488,,,,,,,,,,,,,,,,,,
Phenol,Aromatic compounds,1000,94.11,0,1.54,1.46,9.86,,,sPPSU TFC,Lab-fabricated TFC membranes,,,NaCl,58.44,2,2,1.25,23.73376759,,,81.65975241,"(Cui et al., 2016)",19,,489,,,,,,,,,,,,,,,,,,
Amitriptyline,Pharmaceutical,0.025,313.87,1,2.28,,,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,97.3,,20,,490,,,,,,,,,,,,,,,,,,
Atenolol,b-Blockers,0.025,266.34,1,-2.09,,,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,57.8,,20,,491,,,,,,,,,,,,,,,,,,
Atrazine,Pesticide,0.025,215.69,0,2.64,,,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,90.5,,20,,492,,,,,,,,,,,,,,,,,,
Caffeine,Stimulant,0.025,194.19,0,-0.63,,,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,91,,20,,493,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.025,236,0,1.89,,,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,96.2,,20,,494,,,,,,,,,,,,,,,,,,
Primidone,Pharmaceutical,0.025,218.25,0,0.83,,,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,95.5,,20,,495,,,,,,,,,,,,,,,,,,
Sulfamethoxazole,Pharmaceutical,0.025,253.28,-1,-0.22,0.89,1.39,,7,Toray TFC PA,Thin-film composite (TFC) polyamide (PA) FO membrane from Toray,,,NaCl,58.44,0.6,24,8.5,19.25,,25,94,,20,,496,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,0.33,12,15.54,5.77,22,94.27,"(Fini et al., 2020)",21,,497,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,hollow fiber membranes,58.6,-41,NaCl,58.44,1,0.33,,15.55,1.65,22,98.72,"(Fini et al., 2020)",21,,497,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,0.66,12,15.54,5.77,22,94.05,"(Fini et al., 2020)",21,,498,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1,12,15.54,5.77,22,93.98,"(Fini et al., 2020)",21,,499,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1.33,12,15.54,5.77,22,93.9,"(Fini et al., 2020)",21,,500,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1.66,12,15.54,5.77,22,94.27,"(Fini et al., 2020)",21,,501,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2,12,15.54,5.77,22,94.2,"(Fini et al., 2020)",21,,502,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2.33,12,15.54,5.77,22,93.68,"(Fini et al., 2020)",21,,503,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2.66,12,15.54,5.77,22,93.9,"(Fini et al., 2020)",21,,504,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3,12,15.54,5.77,22,93.61,"(Fini et al., 2020)",21,,505,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3.33,12,15.54,5.77,22,94.12,"(Fini et al., 2020)",21,,506,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3.66,12,15.54,5.77,22,93.76,"(Fini et al., 2020)",21,,507,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4,12,15.54,5.77,22,93.46,"(Fini et al., 2020)",21,,508,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4.33,12,15.54,5.77,22,93.54,"(Fini et al., 2020)",21,,509,,,,,,,,,,,,,,,,,,
"2,6-Dichlorobenzamide",Pesticide,1,190.028,0,0.8,0.77,14.73,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4.66,12,15.54,5.77,22,93.54,"(Fini et al., 2020)",21,,510,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,0.33,12,15.54,5.77,22,98.03738262,"(Fini et al., 2020)",21,,511,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,hollow fiber membranes,58.6,-41,NaCl,58.44,1,0.33,,15.55,1.65,22,99.2,"(Fini et al., 2020)",21,,511,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,0.66,12,15.54,5.77,22,97.38,"(Fini et al., 2020)",21,,512,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1,12,15.54,5.77,22,97.1,"(Fini et al., 2020)",21,,513,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1.33,12,15.54,5.77,22,97.01,"(Fini et al., 2020)",21,,514,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1.66,12,15.54,5.77,22,96.82,"(Fini et al., 2020)",21,,515,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2,12,15.54,5.77,22,96.78,"(Fini et al., 2020)",21,,516,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2.33,12,15.54,5.77,22,96.45,"(Fini et al., 2020)",21,,517,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2.66,12,15.54,5.77,22,96.45,"(Fini et al., 2020)",21,,518,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3,12,15.54,5.77,22,96.07,"(Fini et al., 2020)",21,,519,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3.33,12,15.54,5.77,22,96.3,"(Fini et al., 2020)",21,,520,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3.66,12,15.54,5.77,22,96.07,"(Fini et al., 2020)",21,,521,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4,12,15.54,5.77,22,95.89,"(Fini et al., 2020)",21,,522,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4.33,12,15.54,5.77,22,95.79,"(Fini et al., 2020)",21,,523,,,,,,,,,,,,,,,,,,
2-methyl-4-chlorophenoxyaceticacid,Pesticide,1,200.62,-1,2.6,2.73,3.07,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4.66,12,15.54,5.77,22,95.65,"(Fini et al., 2020)",21,,524,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,0.33,12,15.54,5.77,22,97.05,"(Fini et al., 2020)",21,,525,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,0.66,12,15.54,5.77,22,96.9,"(Fini et al., 2020)",21,,526,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1,12,15.54,5.77,22,96.9,"(Fini et al., 2020)",21,,527,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1.33,12,15.54,5.77,22,96.57,"(Fini et al., 2020)",21,,528,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,1.66,12,15.54,5.77,22,96.42,"(Fini et al., 2020)",21,,529,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2,12,15.54,5.77,22,96.38,"(Fini et al., 2020)",21,,530,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2.33,12,15.54,5.77,22,96.42,"(Fini et al., 2020)",21,,531,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,2.66,12,15.54,5.77,22,96.42,"(Fini et al., 2020)",21,,532,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3,12,15.54,5.77,22,96,"(Fini et al., 2020)",21,,533,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3.33,12,15.54,5.77,22,96.33,"(Fini et al., 2020)",21,,534,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,3.66,12,15.54,5.77,22,96.1,"(Fini et al., 2020)",21,,535,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4,12,15.54,5.77,22,95.81,"(Fini et al., 2020)",21,,536,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4.33,12,15.54,5.77,22,95.86,"(Fini et al., 2020)",21,,537,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,hollow fiber membranes,58.6,-41,NaCl,58.44,1,0.33,,15.55,1.65,22,99.15,"(Fini et al., 2020)",21,,537,,,,,,,,,,,,,,,,,,
2-(4-Chloro-2-methylphenoxy)propionic acid,Pesticide,1,214.65,-1,-0.92,2.56,2.56,,5.3,Aquaporin FO,flat sheet membranes,58.6,-41,NaCl,58.44,1,4.66,12,15.54,5.77,22,95.62,"(Fini et al., 2020)",21,,538,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,10,9,5.9,2.4,23,91.85,"(Xie et al., 2012)",22,,567,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,10,9,5.9,2.4,23,54.4,"(Xie et al., 2012)",22,,568,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,10,9,6.63,2.3,23,69.84732358,"(Xie et al., 2012)",22,,569,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,10,9,6.63,2.3,23,56.3,"(Xie et al., 2012)",22,,570,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,10,9,6.57,2.64,23,64.31297793,"(Xie et al., 2012)",22,,571,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,10,9,6.57,2.64,23,65.3,"(Xie et al., 2012)",22,,572,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,10,9,6.66,2.57,23,59.16030588,"(Xie et al., 2012)",22,,573,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,10,9,6.66,2.57,23,93.7,"(Xie et al., 2012)",22,,574,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,10,9,7.54,2.78,23,57.251903,"(Xie et al., 2012)",22,,575,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,10,9,7.54,2.78,23,98.7,"(Xie et al., 2012)",22,,576,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,9,9,,,23,54.38930741,"(Xie et al., 2012)",22,,577,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,9,9,,,23,51.3,"(Xie et al., 2012)",22,,578,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,9,9,,,23,85,"(Xie et al., 2012)",22,,579,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,9,9,,,23,59.4,"(Xie et al., 2012)",22,,580,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,9,9,,,23,98.26,"(Xie et al., 2012)",22,,581,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,9,9,,,23,62.8,"(Xie et al., 2012)",22,,582,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,9,9,,,23,95,"(Xie et al., 2012)",22,,583,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,9,9,,,23,93.5,"(Xie et al., 2012)",22,,584,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,9,9,,,23,91.7,"(Xie et al., 2012)",22,,585,,,,,,,,,,,,,,,,,,
